X,Y,item,pagerank,chosen
30.233585,-38.761116,data governance,0.0006764020842406876,0.0
-18.429207,62.862034,marketing research,0.00019951476451362634,0.0
-73.84536,26.67064,holography,0.00047196132625173165,0.0
-7.148829,-43.75452,deep learning,0.0002507943232147424,1.0
49.802246,-64.02835,language education,4.326438214984663e-05,0.0
54.979923,-16.587204,prolog,0.0007653922861543645,0.0
45.275547,6.202603,self-fulfilling prophecy,0.0001594353220325628,0.0
-49.924767,50.714798,color theory,0.0004668625375196929,0.0
-42.357452,-77.365585,silviculture,0.00034435460399163573,0.0
0.01876986,87.535416,unified video decoder,0.0012940202835906242,0.0
-7.990399,30.680004,cognitive neuropsychology,0.0005431557811505425,0.0
-45.873955,9.889889,open-source software,0.0009978517506599558,0.0
-14.108153,36.813164,n170,0.0002087731513868318,0.0
58.041878,-26.753248,structured query language,0.0009057883096367038,0.0
50.989212,-54.38676,origin of language,0.0003333948806351005,0.0
2.8958716,76.52694,cuda,4.326438214984663e-05,0.0
50.445778,-67.95496,computer-assisted language learning,0.0004899657100912062,0.0
35.294624,-7.0986915,cycle of poverty,4.7467317328340476e-05,0.0
-66.0405,3.4246664,virtual reality,4.7467317328340476e-05,0.0
0.63447297,-57.441784,predictive analytics,0.00024071136407422073,0.0
8.30505,-22.000313,the wisdom of crowds,4.7467317328340476e-05,0.0
-53.46071,48.623714,gamma correction,0.0002980291486612696,0.0
-84.58433,5.3925557,digital footprint,0.0004792334943854403,0.0
-36.24974,-11.149151,vector quantization,0.00021757697570590066,0.0
8.490725,-51.251965,web scraping,0.0004517395436985294,0.0
-33.945,30.17588,sound card,8.622893735385541e-05,0.0
50.96622,-67.8502,foreign-language reading aid,0.0001944938958009269,0.0
28.383528,-51.621613,information extraction,8.318211153308242e-05,0.0
14.214485,59.411896,system integration,4.919206366611124e-05,0.0
-3.1681314,1.0814531,conceptual space,0.00012048867904673373,0.0
-55.333782,-32.123974,digital filter,8.763046021995828e-05,0.0
56.91192,12.682213,indicator function,5.074575083486678e-05,0.0
-3.9218166,-20.846493,black box,0.00036817255708425204,0.0
-13.07329,32.844074,prosopagnosia,0.0004577646967134442,0.0
-73.25669,-29.996105,spectral density,4.4958241138628493e-05,0.0
49.67564,-67.6096,foreign language reading aid,0.0004906025175204203,0.0
-14.170724,93.91208,computer cluster,0.0011227319547562312,0.0
16.414515,44.43462,informatics (academic field),4.4958241138628493e-05,0.0
-0.35166496,89.572426,nvidia purevideo,4.4958241138628493e-05,0.0
11.422218,27.768625,hard problem of consciousness,4.4958241138628493e-05,0.0
-8.607769,34.7825,face perception,4.4958241138628493e-05,0.0
-76.58131,-38.662933,autocorrelation,7.46347258861782e-05,0.0
-54.56665,15.478315,simultaneous localization and mapping,4.4958241138628493e-05,0.0
-44.084904,-6.070096,computer vision,0.0002146962536986986,1.0
-20.867455,-63.32608,monte carlo method,0.00017750631390937944,0.0
-22.881176,-15.510993,cybernetics,0.00025893814100958157,0.0
17.906214,31.759047,eliminative materialism,0.00023512540384355033,0.0
41.319473,17.905296,mereology,0.0006699285931749178,0.0
51.568623,-47.325165,basic english,0.0005187689207900429,0.0
15.351319,77.968056,hardware acceleration,0.0004307372138870881,0.0
-17.323372,-55.597946,optimal design,0.00046211630268460806,0.0
-44.342762,7.348744,mono (software),8.835873098509622e-05,0.0
-60.929028,-40.745678,convolution,0.0001619945475759559,1.0
-5.360342,50.78789,motion sensing in vision,4.047275628353737e-05,0.0
-47.97133,-26.138315,impulse response,0.0011932867181130493,0.0
26.569998,26.105593,intentional stance,4.047275628353737e-05,0.0
11.766243,61.77014,system on a chip,0.00020893775895249254,0.0
-17.220154,7.2612104,blue brain project,0.00014702912756902573,0.0
62.826958,-3.9044516,symbol grounding,0.0004290852004351344,0.0
64.29654,15.739392,truth function,0.0005931322266886211,0.0
10.693398,77.91537,vector processor,0.0005344852349528334,0.0
32.720013,-2.6682088,virtuous circle and vicious circle,0.00015081535466113038,0.0
30.721548,21.3051,constructivist epistemology,0.00043275580966157623,0.0
3.637108,-9.307905,analogy,0.00035807870643913067,0.0
60.533947,13.944404,boolean-valued function,0.0003912634806618012,0.0
55.439342,-69.47464,virtual world language learning,4.047275628353737e-05,0.0
1.8985195,71.61536,general-purpose computing on graphics processing units,0.0006224426897658358,0.0
52.74609,21.088623,degrees of truth,4.047275628353737e-05,0.0
-75.33998,33.297657,adaptive optics,0.0005082439628437445,0.0
47.64684,-0.5838628,logistic regression,0.0003365455718150534,0.0
-73.19528,-6.2761283,human enhancement,0.00014521906690256599,0.0
-15.27824,-70.04486,markov chain,0.0004477217568834269,0.0
16.184227,-29.418453,human-based computation,0.0007292921498214401,0.0
-3.9902916,25.916416,behavioral neuroscience,0.0005615360705825043,0.0
-33.46994,-59.40119,newton's method,0.0004432949922703078,0.0
8.419545,-72.090645,big data,0.00042939591885782517,0.0
-3.4169054,72.98104,opengl,4.828934243144249e-05,0.0
31.717901,-12.082847,decision tree,4.828934243144249e-05,1.0
-34.578796,63.203194,eye care professional,0.0002244514933584217,0.0
23.423563,78.81426,cpu,4.9088976724765305e-05,0.0
33.885468,27.70734,philosophical realism,4.9088976724765305e-05,0.0
-13.310326,-41.546043,conceptual model,4.9088976724765305e-05,0.0
-4.5163283,87.81159,x-video motion compensation,4.9088976724765305e-05,0.0
6.8003774,-3.8309078,immunity to change,4.9088976724765305e-05,0.0
-80.61802,-1.858617,diary,8.448851117818292e-05,0.0
-15.022527,-69.42213,markov process,7.181383316510335e-05,0.0
-45.85226,16.531164,open-source hardware,4.9088976724765305e-05,0.0
-47.12151,54.94227,vision science,0.0001266052622033332,0.0
-13.601522,-50.720123,model selection,4.6727393860303673e-05,0.0
-0.13379632,24.115532,social neuroscience,9.482980123467204e-05,0.0
-42.66967,67.674576,eye,4.6727393860303673e-05,0.0
2.7898965,26.262785,affect (psychology),6.807188359080413e-05,0.0
-72.095184,-21.090866,signal processing,6.807188359080413e-05,0.0
46.48466,-64.30523,glossary of language teaching terms and ideas,6.807188359080413e-05,0.0
5.2030625,14.864424,situated cognition,6.807188359080413e-05,0.0
14.852974,-12.717601,collective problem solving,6.807188359080413e-05,0.0
-5.254455,26.106195,biological psychology,0.00013115211218060085,0.0
-20.228344,-48.973274,multivariate analysis,9.626753425765201e-05,0.0
-89.0953,19.390238,derivative work,6.807188359080413e-05,0.0
-59.562176,-31.402084,deconvolution,6.807188359080413e-05,0.0
28.04369,-41.437073,controlled vocabulary,0.00019651217483423553,0.0
70.19928,14.000726,boolean function,0.00012701960911164515,0.0
38.19688,75.195946,direct memory access,0.0002433641358895722,0.0
-10.0503025,-3.4624138,neural darwinism,0.0002923868353865874,0.0
55.040768,-20.661047,knowledge representation and reasoning,4.588418602427724e-05,0.0
-29.406921,58.546967,eye movement (sensory),0.00022253492413065702,0.0
48.28399,-59.973495,second-language acquisition,0.000391521578149613,0.0
13.484799,46.848194,electronics,0.0004956601478780173,0.0
-22.616604,57.880245,eye tracking,8.974566877246243e-05,0.0
49.12364,-24.952604,mathematica,0.00036208576438301576,0.0
-2.1373773,24.94088,cognitive neuroscience,8.197628825503009e-05,0.0
0.3746318,-12.616692,pattern matching,4.273875600249903e-05,0.0
-20.519766,-76.58392,markov decision process,0.0004103271520616573,0.0
-19.97525,44.363693,auditory illusion,0.0006844007424297934,0.0
15.842166,12.053799,common coding theory,0.00037669108588950863,0.0
76.74829,24.769537,binary decision diagram,0.00037478830377746117,0.0
-53.725925,-1.547612,computational models of musical creativity,0.00021081116740707132,0.0
35.235394,23.00747,model-dependent realism,0.00017996649174110074,0.0
-59.0342,-18.340715,series and parallel circuits,0.0001035303835534063,0.0
54.030632,-21.467882,knowledge representation,0.0003616827282668968,0.0
16.163036,15.014075,biological motion,0.00013023186802229734,0.0
-64.34756,26.994415,structure from motion,0.0001617123918232104,0.0
-32.257458,50.04878,blindness,0.00012474236897391816,0.0
12.763642,36.989197,society of mind theory,0.0003258152442529501,0.0
-54.602325,60.78615,distinction of blue and green in various languages,8.48144270165596e-05,0.0
-35.610374,60.24302,orthoptics,8.33662902210941e-05,0.0
1.473693,80.045044,nvidia,0.00022041294678032213,0.0
3.7872708,16.370888,enactivism,4.5969053531535006e-05,0.0
23.853218,26.843084,philosophy of mind,4.5969053531535006e-05,0.0
18.661821,-10.801753,collective decision-making,4.5969053531535006e-05,0.0
43.24151,72.91648,channel i/o,0.00017390132673348666,0.0
19.688135,12.523077,mirror neuron,7.422132178384552e-05,0.0
23.152384,68.77456,high performance computing,0.0004897071978646208,0.0
-12.6043825,-30.250792,jurimetrics,0.00010123200754560732,0.0
-35.60597,-49.16756,inverse problems,4.5969053531535006e-05,0.0
-74.82163,-35.75458,cross-correlation,0.0010225794527705223,0.0
-8.015127,53.924507,strobe light,0.00022319421085538723,0.0
36.797363,-66.81833,sentence case,0.00020355642407806658,0.0
53.498146,55.237385,bit,0.0001396806550936046,0.0
58.076546,19.510235,logical value,4.415065511945676e-05,0.0
-45.547333,-28.03996,green's function,7.660729414217377e-05,0.0
61.922997,-13.353813,computational semiotics,7.208241509879543e-05,0.0
3.0948393,14.406636,distributed cognition,9.941360913352908e-05,0.0
-18.821035,15.8006935,neural decoding,4.415065511945676e-05,0.0
9.375856,10.674394,cognitive biology,4.415065511945676e-05,0.0
32.57915,78.49947,bus (computing),0.0007006707972400964,0.0
86.424835,-33.766186,3gpp,7.294158125239342e-05,0.0
-22.873575,72.55282,computational electromagnetics,7.778549833430568e-05,0.0
9.817175,84.09651,larrabee (microarchitecture),7.116134088121856e-05,0.0
-22.815365,17.453575,systems neuroscience,9.799914435829167e-05,0.0
44.07184,28.920536,rough sets,4.415065511945676e-05,0.0
68.21571,-10.320281,natural-language understanding,9.497652962403927e-05,0.0
14.368067,-4.1857796,keeping up with the joneses,0.0014800113173940828,0.0
17.014236,8.421105,emotional contagion,7.325994359956561e-05,0.0
19.69456,-29.955523,enterprise bookmarking,8.411651963361372e-05,0.0
-27.63128,15.635758,cognitive map,6.788549964920919e-05,0.0
12.97034,-51.702568,data curation,4.415065511945676e-05,0.0
-30.102303,-18.177061,eeg analysis,4.415065511945676e-05,0.0
-26.320698,60.541508,saccade,4.415065511945676e-05,0.0
-15.013366,-35.763496,racial profiling,5.3187791523979895e-05,0.0
-79.40417,1.7470756,lifelog,5.3187791523979895e-05,0.0
36.86529,-23.129768,reification (computer science),0.00014382022363862838,0.0
-5.044986,28.88452,neuropsychology,5.3187791523979895e-05,0.0
38.343678,19.77693,ontological pluralism,0.00011139358115284154,0.0
31.134966,19.33227,embodied cognitive science,6.934234403104172e-05,0.0
1.2144465,-9.9445095,case based reasoning,0.000535568886952708,0.0
58.883324,20.387112,truth value,0.00011824443016484994,0.0
27.884748,18.291056,epistemology,6.0413389587185136e-05,0.0
-79.48681,1.5201302,lifelogging,0.00010440141742249282,0.0
-28.574743,-53.9873,surrogate model,6.0413389587185136e-05,0.0
-73.20202,-16.838182,digital image mosaic,0.00016230248778119883,0.0
10.842377,-80.11142,markov random field,6.0413389587185136e-05,0.0
70.484726,19.515493,boolean logic,3.930089734419978e-05,0.0
20.592268,83.860725,instruction set architecture,0.00010607564721308559,0.0
43.680626,-60.847435,language transfer,9.009985786528722e-05,0.0
67.06385,1.0843247,intuitionistic propositional calculus,0.00011128255075208621,0.0
-21.190016,-7.6800847,social simulation,9.895934213988821e-05,0.0
43.07674,-11.564178,validity (statistics),0.0003692509516580738,0.0
47.60235,-6.965944,boosting (meta-algorithm),3.930089734419978e-05,0.0
-9.504894,-74.77599,hybrid system,6.0413389587185136e-05,0.0
28.435835,-47.696945,enterprise search,0.0003288813843680412,0.0
-6.065641,10.102539,quantum mind,6.0413389587185136e-05,0.0
-2.8528113,85.76107,microsoft windows,0.00011088079764790456,0.0
38.559982,51.1738,finite difference method,6.0413389587185136e-05,0.0
-55.030136,-3.0064528,applications of artificial intelligence,6.0413389587185136e-05,0.0
79.35216,23.93803,logic optimization,3.930089734419978e-05,0.0
21.101524,-26.241394,recommendation system,4.1789014573967564e-05,0.0
85.88609,-39.9049,wimax,6.786027935052437e-05,0.0
77.55535,27.256908,digital circuit,0.000198535986305532,0.0
-28.777386,59.498146,eye movement,8.451275726211289e-05,0.0
-63.19379,21.350468,videography,4.1789014573967564e-05,0.0
-47.268417,-3.4316118,feature extraction,7.948640154684587e-05,0.0
-36.83559,35.433365,acoustic location,4.1789014573967564e-05,0.0
-14.461785,-56.924377,fisher information,4.1789014573967564e-05,0.0
46.849014,-28.931929,automatic programming,0.0010514286536628347,0.0
-20.137598,10.091339,computational neuroscience,5.219630595210729e-05,0.0
37.70289,51.09601,finite difference methods,8.0179437406145e-05,0.0
8.356959,-6.5605836,ooda loop,8.060739010138899e-05,0.0
50.480953,-7.6101217,machine learning,5.219630595210729e-05,0.0
-4.690952,-33.957745,crime mapping,5.219630595210729e-05,0.0
-48.061226,52.161304,rgb color model,8.173052149038671e-05,0.0
36.47419,-33.8131,semantic translation,5.219630595210729e-05,0.0
-39.61987,64.48659,ophthalmology,5.219630595210729e-05,0.0
-13.900388,44.47455,infrasound,5.219630595210729e-05,0.0
71.85253,19.833366,boolean algebra,5.219630595210729e-05,0.0
9.847576,-16.653048,problem structuring methods,8.251818752141894e-05,0.0
-35.869896,-0.32196835,artificial intelligence in healthcare,5.219630595210729e-05,0.0
-4.1860337,87.2626,vdpau,5.219630595210729e-05,0.0
-55.344975,10.752402,home automation,5.219630595210729e-05,0.0
75.9824,-39.33758,wi-fi,5.219630595210729e-05,0.0
-30.863476,20.218668,spatial contextual awareness,5.219630595210729e-05,0.0
14.006492,64.79167,programmable system on a chip,5.219630595210729e-05,0.0
36.761234,-1.3574072,cycle of violence,5.219630595210729e-05,0.0
-11.277458,-77.11911,probability,5.219630595210729e-05,0.0
-48.891216,0.7858347,music information retrieval,8.945822437293245e-05,0.0
62.480457,34.163654,verilog,5.219630595210729e-05,0.0
71.24435,18.908709,boolean algebra (logic),5.219630595210729e-05,0.0
36.08582,-54.4232,stemming,5.219630595210729e-05,0.0
20.976892,73.31932,manycore processor,5.219630595210729e-05,0.0
79.13288,17.275896,venn diagram,0.00011371404734378382,0.0
-25.622486,-2.001818,neural oscillation,5.219630595210729e-05,0.0
72.211174,11.477371,symmetric difference,5.219630595210729e-05,0.0
-20.42421,36.485825,visual agnosia,5.219630595210729e-05,0.0
-24.035107,-26.958725,signal-flow graph,0.00017701881170560226,0.0
-5.537736,-9.643286,cognitive computing,6.286346958664967e-05,0.0
1.2263927,19.234884,cognition,4.194187453002299e-05,0.0
58.995125,-50.487736,language reform,7.6815248109906e-05,0.0
-0.96101075,11.608202,knowledge ecosystem,4.194187453002299e-05,0.0
-9.26644,83.99752,brute force attack,9.743388860406735e-05,0.0
69.69094,-5.7020864,combinatory logic,0.0008266576159791446,0.0
-47.70347,45.711357,tetrachromacy,4.2337225667961726e-05,0.0
-33.137966,20.928705,urban informatics,8.992149621826421e-05,0.0
1.702944,23.445932,neuroscience,6.770937311851975e-05,1.0
3.976904,-46.920284,latent semantic analysis,4.2337225667961726e-05,0.0
67.82527,10.98844,truth table,4.2337225667961726e-05,0.0
-0.8957353,80.82442,molecular design software,4.2337225667961726e-05,0.0
41.5011,33.806,transistor,0.00010388843510754214,0.0
49.214943,-4.4646883,decision tree learning,7.115830583004803e-05,0.0
7.4078217,72.98048,openmp,9.042016658159106e-05,0.0
26.472961,31.262823,inverted spectrum,5.145271955436975e-05,0.0
51.33935,-50.299084,lexicostatistics,5.145271955436975e-05,0.0
-12.730414,-6.5702486,gene expression programming,5.010201944053798e-05,0.0
-4.0943036,23.0099,neuroethology,5.010201944053798e-05,0.0
74.26518,16.85963,laws of form,5.010201944053798e-05,0.0
11.655985,37.62934,society of mind,5.010201944053798e-05,0.0
-48.590813,31.023603,computer-aided industrial design,5.010201944053798e-05,0.0
4.422136,-45.892826,latent semantic indexing,5.010201944053798e-05,0.0
-85.59452,20.73339,panoramic photography,7.856611723716998e-05,0.0
57.288254,29.770962,mu (negative),5.010201944053798e-05,0.0
-40.283928,-66.50895,optimization (mathematics),5.010201944053798e-05,0.0
10.292868,14.698712,image schema,0.00011113333570181934,0.0
25.499094,-55.662945,text analytics,5.010201944053798e-05,0.0
12.492459,-21.360994,dispersed knowledge,5.010201944053798e-05,0.0
8.757256,75.055275,sequencel,5.010201944053798e-05,0.0
-7.1243434,14.934971,neuroplasticity,0.00016227667968217577,0.0
-49.203114,11.262978,microsoft robotics studio,0.00011113333570181934,0.0
52.397564,-43.6304,text simplification,7.509577701874546e-05,0.0
7.6065288,70.4601,multicore,4.8033360248072197e-05,0.0
14.931953,83.79836,"single instruction, multiple data",4.8033360248072197e-05,0.0
-1.4444746,-45.538155,word2vec,0.00011444322764411066,0.0
33.94913,-38.10387,semantic query,4.8033360248072197e-05,0.0
-34.29852,32.67488,head-related transfer function,5.115820770083022e-05,0.0
-27.472654,56.31105,peripheral vision,5.115820770083022e-05,0.0
34.303722,26.55477,conceptualist realism,5.115820770083022e-05,0.0
-20.806753,1.9160564,parallel distributed processing,5.115820770083022e-05,0.0
80.07972,-41.997776,dmb-t/h,5.115820770083022e-05,0.0
49.79833,-50.42264,glottochronology,5.115820770083022e-05,0.0
-6.3775425,8.170687,quantum cognition,5.115820770083022e-05,0.0
-36.753025,-64.53012,response surface methodology,5.115820770083022e-05,0.0
10.430273,-66.66657,learning analytics,8.8903778937263e-05,0.0
-41.94128,-69.81398,adaptive management,5.164186051643784e-05,0.0
-49.72854,25.801956,cad standards,5.164186051643784e-05,0.0
-46.8135,-12.775749,blob detection,4.7845246055292955e-05,0.0
46.85028,-6.025245,boosting (machine learning),4.7845246055292955e-05,0.0
-68.27404,5.355357,wearable technology,4.7845246055292955e-05,0.0
-97.61744,1.063916,hyperspectral imaging,4.7845246055292955e-05,0.0
48.24776,2.8986712,limited dependent variable,0.00044142426780345134,0.0
22.528458,-11.366003,issue mapping,7.094034125718966e-05,0.0
37.1488,72.32673,polling (computer science),4.7845246055292955e-05,0.0
-6.4182553,-94.90976,assignment problem,4.7845246055292955e-05,0.0
17.146065,24.321705,cetacean intelligence,4.7845246055292955e-05,0.0
13.269876,82.75947,swar,4.7845246055292955e-05,0.0
42.04613,-36.007416,natural language user interface,4.7845246055292955e-05,0.0
-9.348903,32.10502,fregoli delusion,0.0005146510168861574,0.0
-9.966624,74.56683,gpu cache,4.7845246055292955e-05,0.0
3.098951,-28.594805,open content,7.382334072912874e-05,0.0
-36.79682,35.129982,acoustic source localization,4.89788449575351e-05,0.0
32.164837,24.369455,scientific realism,4.89788449575351e-05,0.0
33.821007,20.661825,pragmatism,4.89788449575351e-05,0.0
-16.212048,15.132518,patch clamp,5.209378350339899e-05,0.0
25.492167,11.121094,speech–language pathology,5.209378350339899e-05,0.0
79.68355,24.964775,logic minimization,5.209378350339899e-05,0.0
66.32366,19.31193,bitwise operation,5.209378350339899e-05,0.0
-11.047917,19.753008,neurophysics,5.209378350339899e-05,0.0
-34.767506,-12.83964,self-organizing map,5.209378350339899e-05,0.0
-50.797024,-38.757427,hierarchical modulation,5.209378350339899e-05,0.0
