X,Y,Z,item,pagerank,chosen
3.3366299,12.371754,15.4419565,stream processing,0.00010488764821344822,0.0
-6.465165,-17.834557,1.3282355,data clustering,0.00024507245693520315,0.0
0.7857772,12.897573,-8.2979765,neural correlate,6.896141813706579e-05,0.0
14.415679,11.025275,1.6586558,many-valued logic,0.00013661419260231858,0.0
-4.003743,-25.176693,14.098316,conservation biology,0.0002751392397727306,0.0
-2.340446,5.1352277,-18.171412,predictive coding,0.0005649034702205228,0.0
4.361811,15.454287,18.94486,parallel computing,0.0009562354146988573,0.0
-1.7557827,6.5488935,-4.532206,mathematical neuroscience,0.00010631252821658853,0.0
-6.8565807,-22.092348,-0.58889925,social network analysis,0.0010922450235178987,0.0
-7.6495614,14.8883095,-2.8486881,visual system,0.0003900176169267207,0.0
-28.259706,-0.24142921,-0.42409384,lifecasting (video stream),0.0003402556291056437,0.0
-3.5148323,-2.970641,-2.789774,social complexity,0.0003856378289608156,0.0
-9.8546715,-5.457068,19.01786,fourier analysis,0.0007501257351335138,0.0
1.4517064,-1.707628,-13.446548,simulated consciousness,8.01689252082998e-05,0.0
16.013418,4.203362,2.0696306,catch-22 (logic),0.0005042642375954681,0.0
-6.0776176,14.053464,-20.755457,recognition of human individuals,0.000479392562605189,0.0
25.496029,1.5222194,-6.2071815,exclusive or,0.00010126137944567348,0.0
0.91581106,-0.7386311,17.932192,analog signal processing,8.92872828212172e-05,0.0
-4.30796,-23.999542,7.804675,forestry,0.00041654321380740766,0.0
-8.580203,-10.200057,-14.753626,collaborative filtering,0.00022529547245398146,0.0
-4.4837856,-23.538273,-14.88729,open source intelligence,0.00026057747076804234,0.0
-6.7139807,-14.473683,-1.0502636,pattern recognition,0.00021164566898051651,0.0
-7.655611,-14.404269,-4.923285,distributional semantics,0.00037523610462630354,0.0
-23.180857,-9.032185,-12.209467,darpa,0.0008510068531744083,0.0
-29.59181,1.0664251,-0.20898278,lifestreaming,4.326438214984663e-05,0.0
11.686564,-16.6702,6.5809226,stochastic process,0.00010165146782850409,0.0
-0.509233,12.648817,19.78035,gpgpu,0.0005154203705852717,0.0
-17.84743,7.90896,1.0439626,smartdust,0.0006295114277553937,0.0
-0.34609342,13.407619,17.234175,opencl,0.001495201407912309,0.0
-0.9400485,-9.169623,22.141508,normal distribution,0.00029655895376052736,0.0
-5.1302047,-14.217864,-19.879587,data governance,0.0006764020842406876,0.0
-18.071753,9.536387,-14.006288,marketing research,0.00019951476451362634,0.0
-15.341201,1.8116851,19.519363,holography,0.00047196132625173165,0.0
-6.1831503,-9.175931,-2.2123823,deep learning,0.0002507943232147424,1.0
10.556387,-3.930906,-24.680378,language education,4.326438214984663e-05,0.0
15.738439,-7.057146,-7.917444,prolog,0.0007653922861543645,0.0
14.928426,0.7557239,4.948031,self-fulfilling prophecy,0.0001594353220325628,0.0
-8.371382,22.847446,-1.5442189,color theory,0.0004668625375196929,0.0
-4.4993243,-27.017462,6.648192,silviculture,0.00034435460399163573,0.0
-2.5249214,19.331884,12.068626,unified video decoder,0.0012940202835906242,0.0
-3.46847,11.622456,-16.534796,cognitive neuropsychology,0.0005431557811505425,0.0
-18.758171,-6.7308974,-0.57112736,open-source software,0.0009978517506599558,0.0
-3.3735325,19.591476,-17.650265,n170,0.0002087731513868318,0.0
5.7665877,-18.415623,-13.712885,structured query language,0.0009057883096367038,0.0
7.426839,0.79085475,-21.410696,origin of language,0.0003333948806351005,0.0
-0.35957533,16.413183,18.381477,cuda,4.326438214984663e-05,0.0
11.302071,-5.603402,-27.877443,computer-assisted language learning,0.0004899657100912062,0.0
12.417911,-5.466417,-2.4007816,cycle of poverty,4.7467317328340476e-05,0.0
-24.221252,11.0763645,4.0949173,virtual reality,4.7467317328340476e-05,0.0
5.319529,-15.888212,-0.27552274,predictive analytics,0.00024071136407422073,0.0
-19.010744,-6.9872465,-11.488397,the wisdom of crowds,4.7467317328340476e-05,0.0
-10.914195,24.725996,1.0637165,gamma correction,0.0002980291486612696,0.0
-30.006193,1.9587345,-4.2599516,digital footprint,0.0004792334943854403,0.0
-6.047099,-8.327801,5.8240166,vector quantization,0.00021757697570590066,0.0
-7.826009,-17.499517,-11.818012,web scraping,0.0004517395436985294,0.0
-6.1722794,11.232345,8.434284,sound card,8.622893735385541e-05,0.0
11.70074,-4.81452,-28.550022,foreign-language reading aid,0.0001944938958009269,0.0
0.46822926,-16.453255,-13.6083975,information extraction,8.318211153308242e-05,0.0
3.2507977,9.411219,6.994934,system integration,4.919206366611124e-05,0.0
4.2835674,1.7117515,-13.37501,conceptual space,0.00012048867904673373,0.0
-0.8710173,-3.607163,20.235298,digital filter,8.763046021995828e-05,0.0
20.301622,-1.0962306,0.29229245,indicator function,5.074575083486678e-05,0.0
4.6223416,-10.108416,-2.400102,black box,0.00036817255708425204,0.0
-4.595141,15.833994,-17.959486,prosopagnosia,0.0004577646967134442,0.0
-11.924959,-7.003931,16.90712,spectral density,4.4958241138628493e-05,0.0
12.52159,-4.326981,-27.43167,foreign language reading aid,0.0004906025175204203,0.0
-13.806273,13.589357,18.257286,computer cluster,0.0011227319547562312,0.0
7.7956553,6.5795984,13.806056,informatics (academic field),4.4958241138628493e-05,0.0
-1.817914,21.477137,12.025411,nvidia purevideo,4.4958241138628493e-05,0.0
2.4389071,15.213083,-8.783637,hard problem of consciousness,4.4958241138628493e-05,0.0
-1.6568254,14.380395,-16.293974,face perception,4.4958241138628493e-05,0.0
-14.91498,-12.414426,15.741709,autocorrelation,7.46347258861782e-05,0.0
-21.392685,-1.0125748,2.1168675,simultaneous localization and mapping,4.4958241138628493e-05,0.0
-12.493394,13.36465,9.933098,computer vision,0.0002146962536986986,1.0
2.2671561,-18.542948,4.101783,monte carlo method,0.00017750631390937944,0.0
-4.1633677,-4.6732206,-24.162298,cybernetics,0.00025893814100958157,0.0
5.724533,16.696707,-13.056338,eliminative materialism,0.00023512540384355033,0.0
18.217426,11.457328,-8.585679,mereology,0.0006699285931749178,0.0
10.193764,-3.8410094,-17.586018,basic english,0.0005187689207900429,0.0
5.7110205,14.1947155,14.742445,hardware acceleration,0.0004307372138870881,0.0
1.353994,-12.508076,3.799699,optimal design,0.00046211630268460806,0.0
-20.245115,-7.7789145,2.409814,mono (software),8.835873098509622e-05,0.0
-4.7910423,-9.809342,20.512362,convolution,0.0001619945475759559,1.0
-2.071832,26.445948,2.2871137,motion sensing in vision,4.047275628353737e-05,0.0
-0.21738186,-5.7014046,15.308189,impulse response,0.0011932867181130493,0.0
10.6661005,12.413617,-15.097491,intentional stance,4.047275628353737e-05,0.0
0.9424057,10.757212,8.626864,system on a chip,0.00020893775895249254,0.0
-2.593137,2.762109,-4.876197,blue brain project,0.00014702912756902573,0.0
16.594706,2.4122663,-13.86162,symbol grounding,0.0004290852004351344,0.0
20.374918,5.4938107,-3.9991918,truth function,0.0005931322266886211,0.0
2.2332397,10.89956,20.279598,vector processor,0.0005344852349528334,0.0
9.856737,-1.7300421,-0.8078289,virtuous circle and vicious circle,0.00015081535466113038,0.0
12.182997,10.180862,-9.329986,constructivist epistemology,0.00043275580966157623,0.0
6.963959,-4.0768733,-12.480405,analogy,0.00035807870643913067,0.0
23.891264,-1.643801,-1.1234548,boolean-valued function,0.0003912634806618012,0.0
13.416479,-1.1889268,-29.27491,virtual world language learning,4.047275628353737e-05,0.0
-0.6061243,11.6785755,18.810616,general-purpose computing on graphics processing units,0.0006224426897658358,0.0
12.228167,7.1370416,-3.0473552,degrees of truth,4.047275628353737e-05,0.0
-9.971261,0.90589744,22.628654,adaptive optics,0.0005082439628437445,0.0
14.129918,-5.3503656,6.3893776,logistic regression,0.0003365455718150534,0.0
-25.58233,3.8082607,-12.422167,human enhancement,0.00014521906690256599,0.0
12.452543,-18.450502,9.369253,markov chain,0.0004477217568834269,0.0
-9.738638,-7.0489926,-10.621589,human-based computation,0.0007292921498214401,0.0
-7.796253,9.087724,-11.681176,behavioral neuroscience,0.0005615360705825043,0.0
5.248778,-16.482233,18.21433,newton's method,0.0004432949922703078,0.0
-9.885477,-22.36998,-7.311196,big data,0.00042939591885782517,0.0
-4.0137057,12.127102,15.8873825,opengl,4.828934243144249e-05,0.0
9.50434,-5.4455457,-7.326128,decision tree,4.828934243144249e-05,1.0
-14.729649,18.52019,-1.9232062,eye care professional,0.0002244514933584217,0.0
5.4589887,20.101267,9.985929,cpu,4.9088976724765305e-05,0.0
13.787788,14.927099,-9.188771,philosophical realism,4.9088976724765305e-05,0.0
9.75051,3.1896858,-7.503834,conceptual model,4.9088976724765305e-05,0.0
-4.650052,21.649582,14.996565,x-video motion compensation,4.9088976724765305e-05,0.0
7.6555767,4.0273623,-2.11014,immunity to change,4.9088976724765305e-05,0.0
-25.108156,1.8500954,-6.026736,diary,8.448851117818292e-05,0.0
12.331044,-18.520552,10.193683,markov process,7.181383316510335e-05,0.0
-22.583004,-7.3656344,-4.066366,open-source hardware,4.9088976724765305e-05,0.0
-12.044949,22.434528,-3.5363693,vision science,0.0001266052622033332,0.0
3.0415714,-5.4127645,10.215437,model selection,4.6727393860303673e-05,0.0
-9.091728,5.7039876,-15.05292,social neuroscience,9.482980123467204e-05,0.0
-20.028872,18.615612,-6.114779,eye,4.6727393860303673e-05,0.0
-7.8421693,6.1967373,-18.025839,affect (psychology),6.807188359080413e-05,0.0
-11.698209,-3.649617,13.621302,signal processing,6.807188359080413e-05,0.0
8.292049,-6.4498763,-25.960676,glossary of language teaching terms and ideas,6.807188359080413e-05,0.0
0.78146726,5.0602384,-15.478356,situated cognition,6.807188359080413e-05,0.0
1.9118571,-5.431606,-9.671721,collective problem solving,6.807188359080413e-05,0.0
-6.8311553,8.597088,-11.174978,biological psychology,0.00013115211218060085,0.0
-2.0989377,-15.175028,1.9511405,multivariate analysis,9.626753425765201e-05,0.0
-19.113253,-4.472291,15.485959,derivative work,6.807188359080413e-05,0.0
-4.3298473,-2.0711234,21.307087,deconvolution,6.807188359080413e-05,0.0
-3.8680928,-11.95046,-22.994919,controlled vocabulary,0.00019651217483423553,0.0
23.894949,1.4126537,-0.07991206,boolean function,0.00012701960911164515,0.0
12.908845,15.807078,14.258375,direct memory access,0.0002433641358895722,0.0
-14.573018,3.4358132,-12.43311,neural darwinism,0.0002923868353865874,0.0
17.286104,-10.263744,-8.575258,knowledge representation and reasoning,4.588418602427724e-05,0.0
-16.264027,16.443813,-9.144455,eye movement (sensory),0.00022253492413065702,0.0
5.388066,-2.459381,-26.377558,second-language acquisition,0.000391521578149613,0.0
5.801971,4.1634755,12.131452,electronics,0.0004956601478780173,0.0
-14.135437,12.213999,-11.649769,eye tracking,8.974566877246243e-05,0.0
12.762038,-13.946169,-10.387361,mathematica,0.00036208576438301576,0.0
-8.806709,7.484295,-13.981455,cognitive neuroscience,8.197628825503009e-05,0.0
1.8253119,4.628037,4.135018,pattern matching,4.273875600249903e-05,0.0
5.267725,-23.911531,5.535385,markov decision process,0.0004103271520616573,0.0
-0.0064958544,18.377241,-0.08890473,auditory illusion,0.0006844007424297934,0.0
-2.3709059,4.4230933,-21.034248,common coding theory,0.00037669108588950863,0.0
25.59126,9.650177,3.9075704,binary decision diagram,0.00037478830377746117,0.0
-12.648446,2.0624416,8.49514,computational models of musical creativity,0.00021081116740707132,0.0
15.174147,9.812029,-11.232387,model-dependent realism,0.00017996649174110074,0.0
1.3954288,2.4991188,16.37491,series and parallel circuits,0.0001035303835534063,0.0
17.498745,-10.267909,-10.101917,knowledge representation,0.0003616827282668968,0.0
0.8849698,6.5308747,-20.66511,biological motion,0.00013023186802229734,0.0
-18.828043,6.536593,10.6595745,structure from motion,0.0001617123918232104,0.0
-9.479483,20.358923,-7.4166203,blindness,0.00012474236897391816,0.0
4.9777827,16.811584,-19.104965,society of mind theory,0.0003258152442529501,0.0
-14.933941,26.169693,-4.495909,distinction of blue and green in various languages,8.48144270165596e-05,0.0
-14.834477,17.017448,-4.967872,orthoptics,8.33662902210941e-05,0.0
-1.7889346,18.64127,18.075317,nvidia,0.00022041294678032213,0.0
-1.3986982,5.2262654,-15.013781,enactivism,4.5969053531535006e-05,0.0
8.494605,13.059446,-13.800305,philosophy of mind,4.5969053531535006e-05,0.0
-1.3887995,-6.562145,-10.577304,collective decision-making,4.5969053531535006e-05,0.0
14.616825,13.907862,17.582785,channel i/o,0.00017390132673348666,0.0
-1.036968,2.4132984,-23.439043,mirror neuron,7.422132178384552e-05,0.0
8.865156,19.149275,2.3330405,high performance computing,0.0004897071978646208,0.0
-13.289229,-11.759747,2.1333988,jurimetrics,0.00010123200754560732,0.0
-1.142132,-16.45568,9.25988,inverse problems,4.5969053531535006e-05,0.0
-12.961622,-9.664445,15.470824,cross-correlation,0.0010225794527705223,0.0
-2.1432948,24.212473,4.5028644,strobe light,0.00022319421085538723,0.0
8.841532,-12.564633,-24.788511,sentence case,0.00020355642407806658,0.0
16.893766,14.641545,11.369686,bit,0.0001396806550936046,0.0
16.899813,6.8143463,-2.198979,logical value,4.415065511945676e-05,0.0
0.18872449,-7.729275,13.511121,green's function,7.660729414217377e-05,0.0
16.619167,-0.70152915,-12.086574,computational semiotics,7.208241509879543e-05,0.0
-0.40839452,3.1976838,-15.375963,distributed cognition,9.941360913352908e-05,0.0
-4.4325466,9.08765,-2.1008546,neural decoding,4.415065511945676e-05,0.0
-4.1852636,2.1267292,-16.74959,cognitive biology,4.415065511945676e-05,0.0
10.154325,20.848593,13.188321,bus (computing),0.0007006707972400964,0.0
27.524473,-5.709877,10.610928,3gpp,7.294158125239342e-05,0.0
5.205106,2.2391577,22.343496,computational electromagnetics,7.778549833430568e-05,0.0
0.016783655,15.562213,12.83673,larrabee (microarchitecture),7.116134088121856e-05,0.0
-5.5673532,12.270853,-1.4680243,systems neuroscience,9.799914435829167e-05,0.0
8.16204,6.148188,4.2670655,rough sets,4.415065511945676e-05,0.0
22.287594,-0.76155627,-16.983885,natural-language understanding,9.497652962403927e-05,0.0
-11.568212,-1.9920274,-17.419163,keeping up with the joneses,0.0014800113173940828,0.0
-4.5675664,2.2130249,-22.026777,emotional contagion,7.325994359956561e-05,0.0
-6.723844,-8.518067,-11.48004,enterprise bookmarking,8.411651963361372e-05,0.0
6.4182453,11.50649,0.84389824,cognitive map,6.788549964920919e-05,0.0
-11.415884,-19.027206,-10.383652,data curation,4.415065511945676e-05,0.0
-16.84465,-9.761297,10.141218,eeg analysis,4.415065511945676e-05,0.0
-14.955437,16.402546,-11.922536,saccade,4.415065511945676e-05,0.0
-14.494217,-17.11367,2.094042,racial profiling,5.3187791523979895e-05,0.0
-26.072037,2.9822881,-3.6355858,lifelog,5.3187791523979895e-05,0.0
6.2696624,-8.948448,-11.016981,reification (computer science),0.00014382022363862838,0.0
-4.5644507,9.337899,-14.1558695,neuropsychology,5.3187791523979895e-05,0.0
15.818633,9.1154995,-8.864655,ontological pluralism,0.00011139358115284154,0.0
10.869509,9.27024,-11.0669985,embodied cognitive science,6.934234403104172e-05,0.0
6.5356936,-2.4616597,-10.605624,case based reasoning,0.000535568886952708,0.0
17.022085,5.288155,-2.0338418,truth value,0.00011824443016484994,0.0
12.740472,7.416687,-7.984285,epistemology,6.0413389587185136e-05,0.0
-26.371836,3.0152044,-3.9897814,lifelogging,0.00010440141742249282,0.0
-0.39050445,-16.904055,16.330936,surrogate model,6.0413389587185136e-05,0.0
-15.858763,-4.291441,13.577421,digital image mosaic,0.00016230248778119883,0.0
17.573595,-14.902696,8.286022,markov random field,6.0413389587185136e-05,0.0
22.045364,6.023322,-0.6734327,boolean logic,3.930089734419978e-05,0.0
5.854651,16.932629,11.61175,instruction set architecture,0.00010607564721308559,0.0
5.2571673,-6.1380115,-24.36834,language transfer,9.009985786528722e-05,0.0
20.12398,5.220715,-11.147115,intuitionistic propositional calculus,0.00011128255075208621,0.0
-5.6681614,-3.995874,-7.1923404,social simulation,9.895934213988821e-05,0.0
6.4121075,-5.6529427,10.784203,validity (statistics),0.0003692509516580738,0.0
10.548318,-4.6175766,11.25451,boosting (meta-algorithm),3.930089734419978e-05,0.0
7.533737,-17.617306,8.241594,hybrid system,6.0413389587185136e-05,0.0
-5.9992623,-10.887457,-12.317169,enterprise search,0.0003288813843680412,0.0
1.082526,7.6521454,-0.88674486,quantum mind,6.0413389587185136e-05,0.0
-5.0686655,19.195782,13.170098,microsoft windows,0.00011088079764790456,0.0
13.49208,-1.3256632,21.816177,finite difference method,6.0413389587185136e-05,0.0
-11.930607,-0.18561967,8.387229,applications of artificial intelligence,6.0413389587185136e-05,0.0
26.46976,7.7100844,5.3062315,logic optimization,3.930089734419978e-05,0.0
-5.919466,-8.169231,-14.85152,recommendation system,4.1789014573967564e-05,0.0
24.652168,-5.594569,15.632916,wimax,6.786027935052437e-05,0.0
23.297821,9.083203,5.410949,digital circuit,0.000198535986305532,0.0
-16.50729,15.157449,-8.713361,eye movement,8.451275726211289e-05,0.0
-16.004375,7.868608,6.054236,videography,4.1789014573967564e-05,0.0
0.42442203,-2.2051404,7.6678762,feature extraction,7.948640154684587e-05,0.0
-8.328642,12.453734,3.8704383,acoustic location,4.1789014573967564e-05,0.0
2.8362792,-11.282145,5.707469,fisher information,4.1789014573967564e-05,0.0
8.505764,-13.946518,-11.0565195,automatic programming,0.0010514286536628347,0.0
-4.2642484,4.3818607,-2.2082837,computational neuroscience,5.219630595210729e-05,0.0
13.903553,-1.6300559,22.84202,finite difference methods,8.0179437406145e-05,0.0
8.192271,1.134857,-3.7423859,ooda loop,8.060739010138899e-05,0.0
13.530753,-5.804323,13.058216,machine learning,5.219630595210729e-05,0.0
-14.97891,-15.280221,-2.791993,crime mapping,5.219630595210729e-05,0.0
-10.219076,23.94499,-3.6218135,rgb color model,8.173052149038671e-05,0.0
1.7238048,-15.563685,-19.960545,semantic translation,5.219630595210729e-05,0.0
-16.80249,19.935223,-4.7727823,ophthalmology,5.219630595210729e-05,0.0
1.5579234,24.174938,-2.4543357,infrasound,5.219630595210729e-05,0.0
23.08116,6.1674805,-0.056698907,boolean algebra,5.219630595210729e-05,0.0
0.4700378,-2.8817978,-5.87582,problem structuring methods,8.251818752141894e-05,0.0
-10.569652,-3.2575963,0.72298217,artificial intelligence in healthcare,5.219630595210729e-05,0.0
-4.94344,20.7229,14.729791,vdpau,5.219630595210729e-05,0.0
-18.051003,1.6795008,3.8040261,home automation,5.219630595210729e-05,0.0
19.498737,-7.7900367,12.413956,wi-fi,5.219630595210729e-05,0.0
-18.346739,4.9776673,-2.712782,spatial contextual awareness,5.219630595210729e-05,0.0
1.420949,13.663226,7.447324,programmable system on a chip,5.219630595210729e-05,0.0
12.91234,-0.13735637,-2.5479856,cycle of violence,5.219630595210729e-05,0.0
8.640167,-16.28535,5.570356,probability,5.219630595210729e-05,0.0
-9.209676,3.5356584,6.408749,music information retrieval,8.945822437293245e-05,0.0
16.153534,13.1111965,3.3383744,verilog,5.219630595210729e-05,0.0
23.187416,6.5432787,-1.5057102,boolean algebra (logic),5.219630595210729e-05,0.0
5.365294,-8.160845,-17.860605,stemming,5.219630595210729e-05,0.0
5.5071425,19.09699,5.8939548,manycore processor,5.219630595210729e-05,0.0
28.748032,6.1292124,0.7204374,venn diagram,0.00011371404734378382,0.0
-6.3891625,8.756573,-0.62358254,neural oscillation,5.219630595210729e-05,0.0
25.564533,1.6060004,-2.9758973,symmetric difference,5.219630595210729e-05,0.0
-5.835404,19.337729,-6.459854,visual agnosia,5.219630595210729e-05,0.0
6.7815175,-0.15052259,6.781718,signal-flow graph,0.00017701881170560226,0.0
-8.4528,2.743018,-14.981303,cognitive computing,6.286346958664967e-05,0.0
